id,nameFirst,nameLast,address,city,st,zip,creditCard,balance
9065,Douglas,Good,3932 Gordon Street,Ontario,CA,91762,Visa,16819.48
9066,Dario,Esposito,4527 Platinum Drive,Crafton,PA,15205,MasterCard,3297.96
9067,Terri,Allen,1170 Leverton Cove Road,Palmer,MA,01069,MasterCard,18495.10
9068,Theresa,Atwood,3892 Chandler Drive,Joplin,MO,64801,MasterCard,0.00
9069,Richie,Hoosier,4146 Medical Center Drive,Venice,FL,34285,MasterCard,4840.25
9070,Alyssa,Yamashita,4486 Lowes Alley,Saint Clairsville,OH,43950,Visa,17013.87
9071,Edward,Jaramillo,522 Selah Way,Brattleboro,VT,05301,MasterCard,13852.85
9072,Ebony,Alarcon,3926 Green Avenue,Fremont,CA,94536,Visa,0.00
9073,Ella,Craig,1200 Retreat Avenue,Jasper,AL,35501,Visa,7849.23
9074,Stephanie,Matson,3081 Emeral Dreams Drive,Hickory Hills,IL,60457,Discover,0.00
9075,Deanna,Murphy,2898 Hart Street,Hartford,CT,06103,Discover,5730.06
9076,Theresa,Shanklin,580 Hall Street,North Las Vegas,NV,89030,Discover,5285.85
9077,Glenda,Frawley,969 Pointe Lane,Hollywood,FL,33023,Discover,8048.35
9078,Russell,Chavez,4215 Peck Court,Riverside,CA,92501,Visa,10829.30
9079,Tammy,Delp,2701 Fincham Road,San Diego,CA,92117,Visa,1482.23
9080,Curtis,Johnson,3889 Red Maple Drive,Los Angeles,CA,90071,Visa,14232.53
9081,Michael,Rymer,4318 Church Street,New York,NY,10011,MasterCard,0.00
9082,Mary,Meissner,62 Crosswind Drive,Madisonville,KY,42431,MasterCard,12584.92
9083,Linda,Harvey,1356 North Avenue,Bradshaw,NE,68319,Discover,3522.26
9084,Scott,Berry,4209 Hemlock Lane,Harlingen,TX,78550,Visa,0.00
9085,David,Nixon,4545 Cimmaron Road,Los Angeles,CA,90017,Visa,0.00
9086,David,Anderson,1254 Catherine Drive,Fargo,ND,58102,MasterCard,2934.86
9087,James,Everette,581 Poe Lane,Bucyrus,KS,66013,Visa,4916.86
9088,John,Finn,1171 Hillcrest Circle,Plymouth,MN,55446,MasterCard,2794.14
9089,Wilma,Castleberry,4067 Doctors Drive,Santa Monica,CA,90404,Visa,13827.14
9090,Wilber,Woods,2649 Ryder Avenue,Silver Lake (snohomish),WA,98208,Discover,4126.87
9091,John,Ortiz,2384 D Street,Plymouth,MI,48170,Visa,10049.32
9092,Barbara,Jones,3051 Trails End Road,Ft Lauderdale,FL,33311,Visa,14182.03
9093,Vena,Ott,442 Pointe Lane,Hollywood,FL,33020,Visa,4983.32
9094,Roy,Duvall,2022 East Avenue,Phoenix,AZ,85040,MasterCard,11437.74
9095,Rosendo,Taylor,41 Arrowood Drive,Jacksonville,FL,32257,MasterCard,7171.24
9096,Verdell,Adams,4858 Arbor Court,Big Piney,WY,83113,Visa,0.00
9097,Tanya,Larios,3029 Cambridge Court,Rogers,AR,72756,Discover,5002.46
9098,Billy,Crain,821 Goldleaf Lane,Wyckoff,NJ,07481,Discover,0.00
9099,Michale,Stallworth,3311 West Street,Grand Rapids,MI,49503,Discover,2776.70
9100,Jacqueline,Papp,511 Shinn Street,New York,NY,10023,Discover,3827.66
9101,Charles,Hale,1792 Washington Avenue,Jackson,MS,39201,Discover,2089.22
9102,Eunice,Walker,4811 Pickens Way,Athens,TX,75751,Visa,0.00
9103,Jose,Heath,2507 Oral Lake Road,Excelsior,MN,55331,Visa,0.00
9104,Alma,Wheatley,3708 Cinnamon Lane,San Antonio,TX,78212,MasterCard,2171.36
9105,Lillian,Craig,4759 Seltice Way,Coeur D Alene,ID,83814,MasterCard,1694.49
9106,John,Morris,2132 Terry Lane,Titusville,FL,32796,Visa,4789.94
9107,Jenifer,Lancaster,3681 Flynn Street,Cleveland,OH,44115,Discover,3280.36
9108,Mark,Trujillo,1908 McDonald Avenue,Orlando,FL,32809,Visa,18838.33
9109,Janet,Williams,1496 Hemlock Lane,Weslaco,TX,78596,MasterCard,8481.19
9110,Brittany,Gray,4356 Bates Brothers Road,Worthington,OH,43085,Visa,8433.98
9111,Michael,Katz,4511 Crosswind Drive,Madisonville,KY,42431,MasterCard,7904.29
9112,Hyman,Edmondson,895 Kemper Lane,Salt Lake City,UT,84111,MasterCard,7940.83
9113,Carolyn,Santamaria,279 Park Boulevard,Liscomb,IA,50148,MasterCard,7959.73
9114,David,Travis,1635 Hart Ridge Road,Saginaw,MI,48607,Visa,1444.41
9115,Glenn,White,2793 Blue Spruce Lane,Baltimore,MD,21229,MasterCard,7611.57
9116,Mike,Craig,65 Brown Avenue,Greer,SC,29650,Discover,0.00
9117,Jennifer,Carpenter,2287 Lynch Street,Green Bay,WI,54301,Discover,4379.60
9118,James,Lewis,1064 Caynor Circle,Summit,NJ,07901,Visa,10089.92
9119,Allan,Hale,1056 Goosetown Drive,Old Fort,NC,28762,MasterCard,2813.96
9120,Judith,Britton,210 Apple Lane,Bloomington,IL,61701,MasterCard,3177.71
9121,Rosie,Lee,1739 Dog Hill Lane,Delia,KS,66418,MasterCard,0.00
9122,Maria,Heck,4592 Asylum Avenue,White Plains,CT,10601,Visa,0.00
9123,Tom,Demps,1403 Libby Street,Lomita,CA,90717,Visa,11159.71
9124,Tamisha,Dealba,2095 Lochmere Lane,Manchester,CT,06040,Discover,0.00
9125,Shandi,Carmichael,1978 Bobcat Drive,Detroit,MI,48226,MasterCard,0.00
9126,Jennie,Lee,429 Jerome Avenue,Mcallen,TX,78501,Discover,1510.45
9127,Joseph,Gates,2709 Bloomfield Way,Otis,ME,04605,MasterCard,11310.37
9128,Kenneth,Dennis,57 Catherine Drive,Fargo,ND,58102,Visa,9431.86
9129,John,Johnson,4420 Barnes Avenue,Hamilton,OH,45013,MasterCard,1314.85
9130,George,Giordano,892 Sycamore Street,San Jose,CA,95113,Visa,1447.84
9131,John,Calzada,3778 Woodbridge Lane,Detroit,MI,48219,MasterCard,0.00
9132,Margaret,Mccarron,3504 Gregory Lane,Louisville,KY,40202,Visa,11079.34
9133,Carol,North,3756 Black Oak Hollow Road,Sunnyvale,CA,94086,Visa,16323.66
9134,Grady,Bell,2770 Wood Duck Drive,Cedarville,MI,49719,Visa,3094.52
9135,Sandra,Jacobs,2891 Arbutus Drive,Ft Lauderdale,FL,33311,MasterCard,10909.21
9136,Joan,Cloud,164 Abia Martin Drive,Ocean Beach,NY,11770,MasterCard,1019.80
9137,Laurie,Warren,4209 Brooke Street,Houston,TX,77063,Visa,3654.21
9138,Rodolfo,Wells,591 Emily Drive,Columbia,SC,29203,Discover,4234.33
9139,Marie,Hiers,4916 Sycamore Road,Condon,OR,97823,Visa,22109.48
9140,Mario,Henry,1014 Kimberly Way,Grand Rapids,MI,49503,Visa,2391.76
9141,Edward,Doss,2439 Union Street,Seattle,WA,98109,Discover,1223.82
9142,Warren,Pentecost,4176 Honeysuckle Lane,Seattle,WA,98119,MasterCard,5059.14
9143,Jose,Spalding,3147 Snider Street,Denver,CO,80205,Discover,4879.72
9144,Louie,Caudill,306 Hayhurst Lane,Southfield,MI,48034,Discover,1903.77
9145,Lisa,Gray,1198 Rollins Road,Crawford,NE,69339,MasterCard,10252.87
9146,Annie,Linzy,1958 Lindale Avenue,San Francisco,CA,94104,Discover,7388.55
9147,Donald,Westhoff,585 Lynn Street,Cambridge,MA,02142,MasterCard,0.00
9148,Anita,Tovar,4647 Green Hill Road,Springdale,AR,72764,MasterCard,6236.47
9149,Billy,Burgin,3206 Viking Drive,Chillicothe,OH,45601,MasterCard,5542.85
9150,Julia,Krouse,1427 Reynolds Alley,Riverside,CA,92507,Discover,5822.79
9151,Nancy,Henry,4662 Eagles Nest Drive,Willow Creek,CA,95573,Visa,2855.76
9152,Deborah,Reed,2511 Lake Floyd Circle,Newark,DE,19714,Visa,19138.09
9153,Vanessa,Miller,4879 Walnut Street,Jackson,MS,39201,Discover,6181.88
9154,Marcus,Henry,1582 Cheshire Road,Bridgeport,CT,06604,Visa,6503.89
9155,Dianna,Pemberton,4004 Villa Drive,Elkhart,IN,46516,MasterCard,0.00
9156,Edna,Hilton,2912 Rivendell Drive,Youngstown,OH,44507,MasterCard,8356.11
9157,Katherine,Leach,388 Rardin Drive,San Francisco,CA,94108,Discover,14942.31
9158,Dennis,Wainscott,3544 Aspen Court,Boston,MA,02109,Visa,0.00
9159,Linda,Mingo,4523 Philadelphia Avenue,Salt Lake City,UT,84104,MasterCard,5376.94
9160,Fred,Phillips,2401 Alexander Avenue,Oakland,CA,94607,Visa,0.00
9161,Matthew,Layden,1488 Andell Road,Brentwood,TN,37027,MasterCard,4620.20
9162,Annamae,Mcpeters,4197 Highland View Drive,Sacramento,CA,95814,Discover,0.00
9163,Kim,Smith,3284 Kerry Way,Seal Beach,CA,90740,Discover,6725.96
9164,Lois,Watkins,153 Dogwood Lane,Tucson,AZ,85711,Visa,6124.38
9165,Patricia,Scott,886 Trymore Road,Mankato,MN,56001,Discover,2556.54
9166,Sandy,Huff,3333 Lincoln Street,Camden,NJ,08102,MasterCard,11196.39
9167,Thomas,Hart,458 Palmer Road,Worthington,OH,43085,Visa,8419.01
9168,Bertha,Ange,4660 Haymond Rocks Road,Eugene,OR,97401,Visa,1876.32
9169,Eric,Amico,1200 Fleming Way,Richmond,VA,23238,MasterCard,11938.26
9170,Demarcus,Rucker,1505 Vesta Drive,Burr Ridge,IL,61257,Visa,4002.37
9171,Donna,Dominguez,1434 Raver Croft Drive,Knoxville,TN,37917,MasterCard,0.00
9172,Earl,Mcgowan,2216 Derek Drive,Akron,OH,44311,MasterCard,9598.77
9173,Frederick,Santiago,2738 Isaacs Creek Road,Paris,IL,61944,MasterCard,1758.28
9174,Geraldine,Reaves,448 Stanton Hollow Road,Boston,MA,02110,MasterCard,10338.88
9175,Mac,Robinson,318 Hickman Street,Schaumburg,IL,60173,MasterCard,14412.98
9176,Grace,Stone,4834 East Avenue,Tempe,AZ,85284,MasterCard,10836.17
9177,Debra,Collins,2791 Harper Street,Bowling Green,KY,42104,Discover,3137.77
9178,Jason,Guzman,2086 Lowndes Hill Park Road,Bakersfield,CA,93307,MasterCard,1164.88
9179,Dorothy,Hudson,1751 Fancher Drive,Dallas,TX,75247,Visa,5079.13
9180,William,Posey,3538 Florence Street,Marshall,TX,75670,Visa,6489.18
9181,April,Evans,13 Gorby Lane,Mccomb,MS,39648,Discover,7462.41
9182,Dennis,Washburn,980 Southern Avenue,Yale,IA,50277,Visa,8062.70
9183,Bryce,Hall,745 Rodney Street,Saint Louis,MO,63146,MasterCard,9021.38
9184,Brenda,Hinson,836 Mudlick Road,Spokane,WA,99202,Visa,12372.59
9185,Kyle,Jensen,3613 Rockford Mountain Lane,Oshkosh,WI,54901,MasterCard,15724.84
9186,Robert,Bowman,3832 Bryan Avenue,Rosemount,MN,55068,Discover,3562.36
9187,Barbara,Hocking,1557 Reel Avenue,Albuquerque,NM,87107,Visa,12220.86
9188,William,Feliciano,3021 Grant Street,Bullard,TX,75762,Discover,10515.34
9189,Roger,Brown,409 Fulton Street,Parkersburg,WV,26101,Visa,0.00
9190,Norman,Lail,183 Ocala Street,Winter Park,FL,32789,MasterCard,10774.17
9191,Eric,Simon,3627 Cottrill Lane,Bridgeton,MO,63044,Visa,16501.01
9192,Zachary,Jack,8 Smithfield Avenue,Coldwater,TX,79022,Visa,17178.95
9193,John,Lee,681 Poplar Chase Lane,Boise,ID,83702,Visa,0.00
9194,Sara,Chai,432 Tanglewood Road,Tupelo,MS,38801,MasterCard,4200.95
9195,Joyce,Wade,89 Red Dog Road,Charlotte,NC,28202,MasterCard,8071.05
9196,Laura,Kastner,866 Matthews Street,Hanover,IL,61041,Visa,4285.62
9197,William,Bowers,1543 James Avenue,Boonville,NY,13309,MasterCard,7651.34
9198,Robin,Kapoor,3828 Berkley Street,Philadelphia,PA,19108,MasterCard,4801.21
9199,Sidney,Neff,3389 Stratford Park,Terre Haute,IN,47805,Discover,5416.80
9200,Mary,Tarbell,1850 Lynn Avenue,Kennan,WI,54537,Visa,13063.11
9201,Priscilla,Flores,907 Geneva Street,Huntington,NY,11743,MasterCard,13048.81
9202,Andrew,Decker,2423 Red Bud Lane,Tampa,FL,33610,MasterCard,3789.46
9203,Linda,Vangorder,3331 Hillside Drive,Sulphur,LA,70663,MasterCard,5166.26
9204,John,Velez,2825 Lochmere Lane,Willimantic,CT,06226,Discover,8302.91
9205,Nannie,Kornegay,4137 Fincham Road,Anaheim,CA,92801,Visa,20021.06
9206,Kenneth,Mcmillan,107 Jadewood Farms,Lyndhurst,NJ,07071,Visa,11667.49
9207,Bernard,Burke,2146 Briarhill Lane,Akron,OH,44303,MasterCard,7202.07
9208,Elizabeth,Mckenzie,691 Central Avenue,Jersey City,NJ,07304,Discover,2827.84
9209,Matt,Proffitt,4106 Rollins Road,Arapahoe,NE,68922,Visa,28507.65
9210,Lou,Washington,527 Pennsylvania Avenue,Piscataway,NJ,08854,Visa,3543.35
9211,Marilyn,Curley,3531 Swick Hill Street,New Orleans,LA,70171,Visa,9741.62
9212,Judy,Branch,4222 Godfrey Road,New York,NY,10019,Visa,8975.20
9213,Ashley,Mcleod,3766 Oakway Lane,Sepulveda,CA,91343,Visa,4117.58
9214,Clinton,Cote,686 Trainer Avenue,Avon,IL,61415,Visa,8273.20
9215,John,Johnson,1392 Ryan Road,Iroquois,SD,57353,MasterCard,9402.44
9216,Katherine,Parker,3810 Bobcat Drive,Washington,MD,20200,MasterCard,13261.84
9217,Maria,Smith,3793 Leisure Lane,Goleta,CA,93117,Visa,23379.69
9218,Sheryl,Deluca,4709 Radford Street,Louisville,KY,40242,Discover,1695.23
9219,Estella,Popa,82 Oakridge Farm Lane,New Berlin,WI,53151,MasterCard,15239.02
9220,Vincent,Allen,1664 Blackwell Street,Wasilla,AK,99654,Discover,4532.95
9221,Keith,Kissner,4684 Anthony Avenue,Paint Rock,TX,76866,MasterCard,8897.81
9222,Sandra,Rivers,3862 Palmer Road,Worthington,OH,43085,MasterCard,7662.09
9223,Kellie,Ransom,1733 Randall Drive,Honolulu,HI,96819,Visa,21355.35
9224,John,Otwell,2006 Woodside Circle,Crestview,FL,32536,MasterCard,0.00
9225,Jasmine,Williams,2518 Drainer Avenue,Tallahassee,FL,32301,Visa,3869.40
9226,Alfred,Dupre,4884 Rockford Mountain Lane,Raleigh,NC,27604,MasterCard,0.00
9227,Margaret,Squires,4277 Cherry Camp Road,Chicago,IL,60626,MasterCard,5569.66
9228,Carlos,Gross,3555 Rebecca Street,Chicago,IL,60601,Discover,0.00
9229,Scott,Johnson,178 Hartway Street,Martin,SD,57551,Visa,0.00
9230,Jerry,Colter,4107 Pritchard Court,Glenville,MN,56036,Visa,13253.27
9231,Bernadette,Moorer,853 Jones Street,Keller,TX,76248,Visa,17377.41
9232,James,Ramirez,127 Trainer Avenue,Peoria,IL,61602,Visa,0.00
9233,Jerome,Garcia,711 Stuart Street,Indiana,PA,15701,MasterCard,0.00
9234,Jackson,Haggerty,2429 Pike Street,San Diego,CA,92123,MasterCard,5120.73
9235,Paul,Brott,4745 Hardesty Street,Chatham,NY,12037,Visa,2899.77
9236,Esther,Lawler,3926 Penn Street,Saint Louis,MO,63101,MasterCard,10333.41
9237,Regina,Fager,4666 Green Gate Lane,Laurel,MD,20707,Visa,0.00
9238,Tyler,Denison,3498 Worley Avenue,Lynchburg,VA,24501,MasterCard,3917.49
9239,Cynthia,Dingess,4773 Hummingbird Way,Boston,MA,02110,Visa,11426.31
9240,Edgar,Lecuyer,3361 Winifred Way,Bunker Hill,IN,46914,Visa,4256.91
9241,David,Hudson,1007 Maloy Court,Salina,KS,67401,MasterCard,1509.91
9242,Carrie,Dunigan,1241 Bates Brothers Road,Westerville,OH,43081,Visa,0.00
9243,Shawn,Wuest,809 Williams Mine Road,Newark,NJ,07102,MasterCard,10911.64
9244,Janice,Bishop,2019 Spring Haven Trail,Morristown,NJ,07960,Discover,4194.05
9245,James,Wiersma,399 White River Way,Salt Lake City,UT,84106,MasterCard,1735.36
9246,Timothy,Black,2734 Hill Haven Drive,Waco,TX,76701,MasterCard,0.00
9247,James,Stafford,907 New Creek Road,Huntsville,AL,35802,Visa,5619.34
9248,Herma,Almanza,2013 Gore Street,Houston,TX,77060,Visa,3502.45
9249,Debra,Dunlap,4205 Fowler Avenue,Winder,GA,30680,MasterCard,0.00
9250,Ricky,Williams,969 Hope Street,Tigard,OR,97223,Discover,6757.81
9251,Linda,Walker,3981 Giraffe Hill Drive,Mesquite,TX,75149,MasterCard,5437.35
9252,Thomas,Smith,4601 Gerald L. Bates Drive,West Roxbury,MA,02132,Visa,0.00
9253,Mike,Slone,1526 Golden Ridge Road,Schenectady,NY,12305,MasterCard,7757.02
9254,Howard,Shanks,1864 Wexford Way,North Augusta,SC,29841,MasterCard,3948.78
9255,Myra,Chi,4558 Kennedy Court,Dedham,MA,02026,Visa,0.00
9256,Anita,French,4262 Clifford Street,Fremont,CA,94536,MasterCard,1842.27
9257,Sharon,Faul,2152 Coffman Alley,Paducah,KY,42001,MasterCard,6583.48
9258,Daniel,Fisher,1293 Olen Thomas Drive,Wichita Falls,TX,76301,MasterCard,3599.62
9259,Dana,Elamin,4946 Colonial Drive,Bryan,TX,77803,Discover,7086.87
9260,Jeffrey,Blanco,583 Twin Oaks Drive,Grand Rapids,MI,49503,Discover,1426.75
9261,Kay,Lawhorn,402 Valley Street,Berlin,NJ,08009,Visa,0.00
9262,Penny,Maziarz,3071 Wolf Pen Road,San Francisco,CA,94107,Visa,11779.02
9263,Sophia,Barnes,2497 Dark Hollow Road,Maple Shade,NJ,08052,MasterCard,6716.86
9264,Monique,Powell,2640 West Fork Drive,Plantation,FL,33324,Visa,7919.08
9265,Kyong,Fox,3286 Bassel Street,Metairie,LA,70001,Discover,4062.38
9266,Nancy,Mora,2490 Still Street,Ney,OH,43549,MasterCard,6136.82
9267,Olga,Coakley,3681 O Conner Street,Biloxi,MS,39531,Visa,13146.04
9268,Kevin,Pitts,4491 Emerson Road,Winnfield,LA,71483,Discover,5185.07
9269,Jerrell,Snow,2980 Hanover Street,New York,NY,10016,Discover,8641.65
9270,Gerald,Luna,3204 Barrington Court,Jesup,AR,72440,MasterCard,11045.66
9271,Samuel,Kelly,655 Snowbird Lane,Ewing,NE,68735,Discover,6421.82
9272,Douglas,Michaud,4796 Deans Lane,La Grange (dutchess),NY,12540,Discover,3305.51
9273,Jackie,Hardy,2900 Dawson Drive,Little Rock,AR,72201,Visa,16338.10
9274,Jarvis,Cummins,4077 Whiteman Street,Princeton,NJ,08540,MasterCard,6418.37
9275,Natasha,Doty,803 Monroe Street,Houston,TX,77002,MasterCard,5175.08
9276,Dianna,Caldwell,3907 Eastland Avenue,Jackson,MS,39213,Visa,3183.71
9277,John,Peace,4987 Bates Brothers Road,Westerville,OH,43081,Discover,5245.54
9278,Amanda,Spence,1690 Hummingbird Way,Junction City,KS,66441,Discover,1878.08
9279,Hunter,Hancock,4338 Vesta Drive,Burr Ridge,IL,61257,MasterCard,0.00
9280,Kenneth,Dave,2429 Oakwood Circle,San Clemente,CA,92672,MasterCard,3073.83
9281,Maxine,Kiel,2719 Cedarstone Drive,Defiance,OH,43512,Discover,0.00
9282,Eric,Mcneil,4555 Spadafore Drive,Erie,PA,16509,Discover,7454.77
9283,Micheal,Thompson,3396 Prospect Valley Road,Burbank,CA,91504,MasterCard,7424.33
9284,Anna,Duffey,146 Parkway Drive,Phoenix,AZ,85034,Visa,8996.50
9285,Lashawn,Riddle,2467 Goldie Lane,Cincinnati,OH,45236,MasterCard,5426.88
9286,Clyde,Garza,3043 Dovetail Estates,Walters,OK,73572,Visa,19999.05
9287,Kirsten,Greer,2567 Whaley Lane,Milwaukee,WI,53223,MasterCard,2019.94
9288,David,Young,2969 Lilac Lane,Vidalia,GA,30474,Visa,5721.70
9289,Elizabeth,Williams,3958 High Meadow Lane,Pittston,PA,18640,Discover,9835.43
9290,Earl,Rivera,1675 Hampton Meadows,Fitchburg,MA,01420,Visa,0.00
9291,Edward,Stover,321 Jacobs Street,Gibsonia,PA,15044,Visa,8265.41
9292,Jerry,Palmer,4067 Bagwell Avenue,Crystal River,FL,34429,MasterCard,11196.78
9293,Karyl,Koch,1824 Seneca Drive,Portland,OR,97214,MasterCard,6974.12
9294,Margaret,Oneill,1035 Jett Lane,Los Angeles,CA,90017,MasterCard,4700.41
9295,Stanley,Barnett,2771 Centennial Farm Road,Underwood,IA,51576,MasterCard,0.00
9296,Carolyn,Thurmond,4916 Tree Top Lane,Reading,PA,19601,MasterCard,6230.97
9297,Dale,Crawford,3138 Gnatty Creek Road,Huntington,NY,11743,MasterCard,1207.23
9298,David,Gammons,3397 Park Boulevard,Bloomfield,IA,52537,MasterCard,8391.65
9299,Sherry,Torres,4743 Stoney Lonesome Road,Troy,PA,16947,Visa,18625.06
9300,Mary,Hunter,969 Oakwood Circle,Santa Ana,CA,92705,Visa,9023.67
9301,Donald,Stembridge,475 Marietta Street,San Jose,CA,95113,MasterCard,1648.62
9302,Michael,Colvin,2470 Deer Haven Drive,Greenville,SC,29601,MasterCard,11324.32
9303,Sue,Leal,1673 Angus Road,New York,NY,10048,MasterCard,0.00
9304,Nancy,Macek,3259 Elk Street,San Juan Capistrano,CA,92675,Visa,0.00
9305,Roosevelt,Snodgrass,4695 West Virginia Avenue,Albany,NY,12207,Visa,0.00
9306,Larry,Phillips,2315 Oakdale Avenue,Tampa,FL,33614,MasterCard,0.00
9307,Charles,Willie,3689 Hewes Avenue,Baltimore,MD,21201,Visa,19073.93
9308,Wilson,Windom,2415 Worthington Drive,Plano,TX,75075,MasterCard,1234.15
9309,Michelle,Kelleher,353 Seth Street,Fredonia,TX,76842,MasterCard,1244.58
9310,Roxanne,West,3380 Charles Street,Southfield,MI,48075,MasterCard,4709.70
9311,Judy,Sinclair,4998 Blair Court,Lincoln,MO,65338,Visa,0.00
9312,Crystal,Downie,1361 Werninger Street,Houston,TX,77036,Visa,17962.06
9313,James,Stec,470 Patterson Fork Road,Chicago,IL,60606,Visa,8505.63
9314,Melinda,Collman,3305 Fidler Drive,San Antonio,TX,78201,MasterCard,8640.21
9315,Drew,Beams,4291 Rainbow Drive,Akron,OH,44308,Discover,5045.51
9316,Melissa,Longo,3704 Olen Thomas Drive,Boonsville,TX,12345,Discover,0.00
9317,Helen,Pugh,1980 Bryan Street,Greensboro,NC,27406,Visa,3754.15
9318,Esther,Rondeau,2608 Sussex Court,Waco,TX,76706,Visa,0.00
9319,Andrew,Chavez,537 Stanley Avenue,Hempstead,NY,11550,Visa,3232.15
9320,Nicole,Hogan,4847 Oak Lane,Kansas City,MO,64106,Discover,1088.24
9321,Judith,Williams,3613 Public Works Drive,Chattanooga,TN,37421,Discover,0.00
9322,Raul,Dingman,3855 Metz Lane,Camden,NJ,08102,MasterCard,7269.78
9323,Shane,Bennett,446 Pleasant Hill Road,West Palm Beach,FL,33409,MasterCard,4121.90
9324,Keith,Munguia,2933 Levy Court,Billerica,MA,01821,Visa,5555.34
9325,Esther,Warner,2879 Ward Road,Yonkers,NY,10701,Visa,12598.35
9326,Eva,Sale,180 New Street,Eugene,OR,97401,MasterCard,1591.88
9327,Kevin,Gordon,1392 Lightning Point Drive,Memphis,TN,38110,Discover,0.00
9328,Celena,Arnold,3347 Pride Avenue,Staten Island,NY,10312,Visa,7449.51
9329,Roberta,Cross,3596 Fairfax Drive,Fullerton,CA,93632,Visa,9294.41
9330,Jose,Milewski,139 River Road,Colorado Springs,CO,80906,Visa,17246.81
9331,Calvin,Hicks,724 Short Street,Austin,TX,78701,MasterCard,6756.05
9332,Raymond,Wood,3328 Tree Frog Lane,Kansas City,MO,64119,Discover,0.00
9333,Odell,Galbreath,254 Garrett Street,Grand Rapids,MI,49503,Visa,0.00
9334,Walter,Pitt,4223 Colonial Drive,Bryan,TX,77803,MasterCard,4428.85
9335,Jenny,Lamb,178 Main Street,Bellevue,WA,98007,Visa,9247.81
9336,Peggy,Kaufman,3660 Columbia Road,Georgetown,DE,19947,Discover,0.00
9337,Loretta,Tolliver,3042 Tully Street,Detroit,MI,48219,Visa,5391.75
9338,Michael,Meraz,4754 Cecil Street,Chicago,IL,60605,MasterCard,0.00
9339,Amy,Swanson,2165 Lynch Street,San Francisco,CA,94107,Visa,6687.72
9340,Alfred,Shepard,4770 Millbrook Road,Schaumburg,IL,60173,Discover,0.00
9341,Robert,Ford,1737 Hickory Ridge Drive,Las Vegas,NV,89106,Visa,0.00
9342,Eunice,Phillips,449 Franklin Street,Dothan,AL,36301,MasterCard,0.00
9343,Zachary,Miles,306 Riverside Drive,Augusta,GA,30901,Visa,0.00
9344,Jeffery,Zacharias,1656 Pallet Street,White Plains,NY,10641,Visa,4232.94
9345,Stella,Oster,1182 Columbia Road,Wilmington,DE,19801,Visa,8823.71
9346,Garret,Keach,3582 Wilmar Farm Road,Beltsville,MD,20705,Visa,13309.63
9347,Maria,Brady,3086 Courtright Street,Alamo,ND,58830,MasterCard,7990.48
9348,Michael,Garnett,998 Bernardo Street,Tampa,FL,33607,MasterCard,5601.85
9349,Sarah,Bowen,3006 Ingram Street,Kettering,OH,45429,Discover,4199.51
9350,Dorothy,Gibson,4515 Overlook Drive,Indianapolis,IN,46225,Visa,0.00
9351,Paul,Reasor,3898 Pheasant Ridge Road,Plymouth Meeting,PA,19462,Visa,5141.17
9352,Vivian,Delrosario,2204 Grasselli Street,Derry,NH,03038,MasterCard,11188.17
9353,Douglas,Castile,910 Mill Street,Greenville,SC,29607,Visa,2934.70
9354,Pedro,Marable,2804 School House Road,Quitman,MS,39355,MasterCard,0.00
9355,Steven,Hargrove,2851 Cantebury Drive,New York,NY,10013,Discover,4564.23
9356,Antonio,Baumann,4290 West Street,Grand Rapids,MI,49503,Visa,12948.61
9357,Lila,Wong,4800 Duke Lane,Piscataway,NJ,08854,Visa,0.00
9358,Thomas,Davis,4989 Coulter Lane,Sandston,VA,23150,MasterCard,5134.91
9359,Toby,Sellers,2827 Hall Street,Las Vegas,NV,89119,Visa,10058.78
9360,Cynthia,Snow,40 Fantages Way,Star,ID,83669,Visa,3534.31
9361,Mark,Stallings,3392 Dogwood Lane,Green Valley,AZ,85614,MasterCard,7204.47
9362,Anthony,Cantwell,2739 Melville Street,Arlington,TN,38002,MasterCard,8087.49
9363,Jo,Lopez,4697 Kincheloe Road,Portland,OR,97205,Visa,9318.29
9364,Julie,Dennis,3500 Cerullo Road,Louisville,KY,40299,MasterCard,4829.82
9365,Carlos,Hutchins,4321 Abner Road,Lac Du Flambeau,WI,54538,Visa,0.00
9366,Eduardo,Weaver,3803 Progress Way,Quasqueton,IA,52326,Discover,2891.77
9367,Kathleen,Duggan,263 Nutter Street,Overland Park,MO,64110,Visa,0.00
9368,Daniel,Matthews,3161 Kennedy Court,Waltham,MA,02154,Visa,2440.05
